rank,ntasks
649.0,148017.0
29.0,163800.0
240.0,127744.0
13.0,131380.0
274.0,117483.0
7.0,157141.0
667.0,131735.0
401.0,130129.0
8.0,110674.0
269.0,141264.0
25.0,150936.0
249.0,94134.0
1.0,131617.0
402.0,146286.0
245.0,126976.0
568.0,133732.0
581.0,118952.0
593.0,97627.0
432.0,134480.0
92.0,131767.0
191.0,146913.0
241.0,124758.0
656.0,112444.0
663.0,163416.0
261.0,113942.0
415.0,157367.0
659.0,115561.0
321.0,156386.0
403.0,154739.0
320.0,171202.0
252.0,137601.0
582.0,113460.0
242.0,106793.0
109.0,134719.0
350.0,126324.0
244.0,133144.0
105.0,157060.0
243.0,113962.0
652.0,147989.0
256.0,147540.0
668.0,139471.0
569.0,124102.0
564.0,113187.0
94.0,145696.0
654.0,124771.0
106.0,163754.0
345.0,136121.0
657.0,137797.0
101.0,120022.0
658.0,99628.0
85.0,138818.0
258.0,122465.0
327.0,125798.0
662.0,157127.0
248.0,132075.0
114.0,122464.0
176.0,168336.0
337.0,144880.0
103.0,101883.0
172.0,152499.0
84.0,105975.0
194.0,115640.0
334.0,112540.0
111.0,148731.0
326.0,142174.0
567.0,137971.0
193.0,136381.0
349.0,151817.0
102.0,140817.0
192.0,134998.0
336.0,141093.0
110.0,168947.0
86.0,106346.0
177.0,95242.0
87.0,150776.0
579.0,150515.0
328.0,149966.0
411.0,156100.0
322.0,152983.0
323.0,128212.0
669.0,103622.0
573.0,139997.0
119.0,125762.0
108.0,141728.0
661.0,148535.0
170.0,110260.0
418.0,132152.0
670.0,113516.0
107.0,122333.0
645.0,136306.0
585.0,150678.0
653.0,162755.0
414.0,144260.0
342.0,117015.0
640.0,152179.0
400.0,140501.0
341.0,117861.0
647.0,160720.0
186.0,131767.0
641.0,157662.0
416.0,136794.0
424.0,105180.0
572.0,129643.0
352.0,151758.0
648.0,146007.0
410.0,134560.0
425.0,150971.0
560.0,130040.0
412.0,107550.0
419.0,125944.0
166.0,105973.0
185.0,158176.0
561.0,125900.0
578.0,123319.0
162.0,135470.0
165.0,126504.0
324.0,166174.0
433.0,146459.0
171.0,145995.0
325.0,112592.0
163.0,152389.0
404.0,94526.0
333.0,136791.0
175.0,184880.0
413.0,143206.0
329.0,174105.0
351.0,141655.0
160.0,121636.0
161.0,128470.0
174.0,130023.0
164.0,145865.0
742.0,117140.0
512.0,124031.0
253.0,101920.0
12.0,139115.0
112.0,129572.0
566.0,141122.0
405.0,115607.0
332.0,123798.0
646.0,98763.0
167.0,129087.0
