rank,s1,s2,ntasks
444, 169, 145, 12894
444, 173, 135, 13524
534, 28, 4, 410
534, 48, 39, 1205
534, 69, 37, 2431
534, 81, 22, 3152
534, 96, 9, 4131
534, 108, 79, 4969
534, 119, 44, 6115
534, 126, 81, 6947
534, 130, 42, 7416
534, 135, 65, 7726
534, 145, 83, 8948
534, 150, 135, 10170
534, 160, 89, 5836
534, 162, 62, 11808
534, 167, 152, 12057
534, 174, 58, 12054
534, 178, 101, 14265
598, 17, 8, 162
598, 50, 7, 1268
598, 54, 52, 1523
598, 61, 16, 1889
598, 74, 5, 2738
598, 85, 61, 3432
598, 95, 91, 4124
598, 104, 67, 4441
598, 108, 81, 5100
598, 115, 27, 5744
598, 120, 84, 6300
598, 128, 61, 7176
598, 131, 63, 7502
598, 139, 125, 8646
598, 149, 64, 9949
598, 154, 32, 10451
598, 159, 73, 11180
598, 174, 66, 11920
598, 178, 163, 14276
78, 47, 19, 1137
78, 64, 7, 2066
78, 71, 26, 2550
78, 86, 8, 3377
78, 101, 87, 4533
78, 114, 57, 5659
78, 122, 1, 6433
78, 124, 2, 6628
78, 129, 18, 6496
78, 138, 124, 8506
78, 143, 58, 9130
78, 145, 142, 9450
78, 149, 79, 9964
78, 153, 118, 9965
78, 157, 97, 10977
78, 162, 30, 11728
78, 166, 66, 11379
78, 172, 0, 12974
78, 177, 27, 13886
78, 178, 118, 14282
197, 10, 6, 62
197, 32, 27, 555
197, 41, 15, 870
197, 67, 44, 2301
197, 72, 44, 2618
197, 78, 24, 3028
197, 105, 62, 4426
197, 117, 81, 5954
197, 125, 111, 6783
197, 137, 116, 8360
197, 148, 108, 9779
197, 158, 112, 11261
197, 162, 66, 11813
197, 164, 129, 11956
197, 168, 110, 12692
197, 177, 53, 13893
197, 178, 173, 14337
725, 28, 6, 412
725, 51, 6, 1320
725, 57, 15, 1650
725, 67, 50, 2307
725, 85, 32, 3359
725, 88, 29, 3497
725, 110, 25, 4658
725, 114, 96, 5698
725, 119, 89, 6033
725, 133, 62, 7137
725, 144, 124, 8931
725, 157, 122, 11113
725, 159, 92, 8208
725, 164, 132, 11549
725, 170, 45, 12580
725, 175, 161, 13635
725, 178, 127, 14291
571, 11, 1, 68
571, 22, 19, 272
571, 37, 18, 720
571, 62, 61, 1996
571, 75, 3, 2811
571, 102, 17, 4460
571, 110, 68, 5241
571, 117, 99, 5763
571, 124, 115, 6807
571, 135, 108, 7630
571, 148, 88, 9824
571, 155, 93, 10500
571, 157, 107, 11098
571, 160, 155, 11579
571, 164, 116, 11837
571, 170, 44, 12488
571, 172, 167, 13425
571, 178, 7, 13347
397, 41, 38, 891
397, 55, 1, 1524
397, 72, 7, 2600
397, 81, 71, 3241
397, 93, 58, 3715
397, 103, 28, 4570
397, 115, 2, 5719
397, 121, 85, 6424
397, 125, 86, 6517
397, 134, 45, 7840
397, 140, 129, 8782
397, 152, 47, 10245
397, 160, 58, 11471
397, 164, 31, 11119
397, 166, 67, 11545
397, 174, 121, 13652
99, 48, 3, 1028
99, 60, 2, 1814
99, 63, 59, 2054
99, 75, 66, 2874
99, 90, 85, 3782
99, 100, 16, 4365
99, 106, 62, 4835
99, 115, 30, 5701
99, 121, 90, 6391
99, 131, 94, 7599
99, 138, 112, 8494
99, 141, 57, 8849
99, 153, 34, 8516
99, 154, 149, 10672
99, 160, 95, 11496
99, 163, 94, 11275
99, 169, 158, 12907
99, 173, 46, 13253
99, 177, 89, 14077
99, 181, 75, 13360
601, 52, 48, 1412
601, 61, 61, 1934
601, 72, 21, 2613
601, 87, 84, 3613
601, 100, 50, 4380
601, 106, 57, 4853
601, 115, 40, 5757
601, 127, 109, 6722
601, 136, 88, 8195
601, 140, 58, 8700
601, 145, 79, 8720
601, 150, 50, 10084
601, 153, 131, 10511
601, 158, 103, 11234
601, 170, 56, 12415
601, 175, 9, 13378
601, 179, 55, 14307
555, 24, 20, 320
555, 37, 0, 702
555, 53, 13, 1427
555, 71, 46, 2568
555, 78, 77, 3115
555, 96, 53, 4182
555, 110, 99, 5277
555, 116, 9, 5715
555, 126, 101, 5537
555, 131, 77, 7581
555, 138, 104, 8486
555, 140, 53, 8698
555, 145, 14, 8564
555, 148, 119, 9855
555, 158, 6, 11155
555, 161, 150, 11735
555, 165, 51, 12228
555, 167, 143, 12590
555, 171, 120, 13206
555, 173, 119, 13441
96, 26, 22, 373
96, 35, 3, 631
96, 59, 23, 1775
96, 74, 4, 2737
96, 82, 28, 3241
96, 104, 99, 4753
96, 107, 62, 4970
96, 121, 83, 6421
96, 128, 41, 7055
96, 136, 0, 7420
96, 138, 99, 8479
96, 140, 103, 8329
96, 153, 150, 10543
96, 159, 158, 11444
96, 171, 31, 12687
96, 173, 91, 13016
96, 179, 33, 14212
636, 25, 11, 336
636, 54, 1, 1472
636, 61, 43, 1916
636, 78, 70, 3108
636, 113, 51, 5539
636, 117, 27, 5897
636, 125, 26, 6475
636, 135, 6, 7588
636, 139, 106, 8627
636, 143, 43, 9115
636, 149, 24, 9904
636, 155, 37, 10634
636, 158, 47, 11196
636, 164, 67, 12080
636, 168, 149, 12734
636, 174, 145, 13460
546, 29, 4, 439
546, 54, 12, 1483
546, 64, 63, 2122
546, 94, 83, 4021
546, 103, 86, 4651
546, 117, 77, 5892
546, 130, 21, 7381
546, 132, 47, 7673
546, 142, 26, 8955
546, 146, 99, 9188
546, 152, 86, 9803
546, 159, 139, 11425
546, 171, 24, 12733
546, 176, 157, 13971
546, 181, 26, 12484
459, 29, 0, 435
459, 51, 45, 1359
459, 61, 25, 1898
459, 66, 50, 2237
459, 74, 20, 2749
459, 76, 71, 2955
459, 86, 28, 3454
459, 98, 37, 2928
459, 105, 80, 4825
459, 113, 62, 5433
459, 123, 74, 6658
459, 128, 107, 7222
459, 132, 14, 7115
459, 137, 74, 8315
459, 140, 46, 8697
459, 146, 7, 9010
459, 154, 113, 10612
459, 163, 45, 10753
459, 169, 63, 11346
459, 174, 135, 13038
459, 181, 154, 14242
301, 27, 27, 405
301, 48, 7, 1171
301, 71, 39, 2567
301, 88, 66, 3660
301, 95, 73, 4058
301, 106, 54, 4905
301, 113, 29, 4977
301, 122, 47, 6508
301, 127, 62, 6595
301, 139, 99, 8620
301, 143, 129, 9201
301, 148, 58, 9794
301, 151, 40, 8165
301, 162, 41, 11760
301, 169, 159, 12908
301, 174, 150, 13678
639, 23, 5, 281
639, 43, 8, 944
639, 64, 49, 2068
639, 75, 11, 2810
639, 87, 66, 3559
639, 96, 42, 4152
639, 107, 51, 5009
639, 115, 12, 5684
639, 121, 52, 6391
639, 128, 56, 7060
639, 132, 20, 6809
639, 137, 53, 8297
639, 140, 54, 8707
639, 145, 34, 8273
639, 148, 35, 9619
639, 156, 140, 10974
639, 167, 81, 12529
639, 172, 28, 13286
639, 177, 83, 14071
639, 180, 35, 14556
690, 57, 57, 1692
690, 92, 17, 3747
690, 106, 9, 4821
690, 113, 101, 5589
690, 124, 61, 6755
690, 136, 48, 8082
690, 141, 126, 8790
690, 148, 55, 9654
690, 156, 115, 10949
690, 162, 158, 11905
690, 167, 160, 12114
690, 172, 56, 13307
690, 177, 92, 14080
642, 23, 20, 296
642, 53, 52, 1469
642, 63, 36, 2033
642, 75, 30, 2795
642, 88, 12, 3464
642, 100, 85, 4479
642, 105, 73, 3733
642, 112, 83, 5458
642, 118, 7, 5557
642, 124, 113, 6805
642, 135, 120, 8091
642, 143, 0, 9072
642, 147, 45, 9547
642, 150, 30, 10010
642, 155, 100, 10751
642, 157, 113, 11104
642, 161, 18, 11162
642, 165, 131, 12329
642, 170, 23, 10484
642, 172, 71, 13263
642, 179, 145, 14488
440, 41, 1, 858
440, 59, 3, 1755
440, 76, 63, 2947
440, 93, 45, 3745
440, 97, 92, 4270
440, 119, 100, 6197
440, 129, 118, 7362
440, 136, 5, 7707
440, 141, 73, 8613
440, 149, 136, 10021
440, 152, 39, 10338
440, 160, 106, 11369
440, 164, 114, 12148
440, 167, 61, 12514
440, 172, 149, 13407
440, 176, 119, 13933
428, 43, 17, 953
428, 62, 33, 1968
428, 78, 62, 3097
428, 116, 108, 5913
428, 134, 134, 7978
428, 144, 17, 9172
428, 154, 53, 10242
428, 159, 88, 11368
428, 170, 138, 13053
428, 174, 93, 13624
428, 179, 46, 14388
428, 181, 1, 10896
294, 26, 15, 366
294, 32, 12, 540
294, 50, 11, 1271
294, 66, 27, 2217
294, 75, 15, 2823
294, 87, 57, 3550
294, 101, 79, 4158
294, 109, 76, 4973
294, 118, 39, 6034
294, 125, 88, 6861
294, 136, 126, 8233
294, 140, 67, 8705
294, 150, 95, 10130
294, 154, 154, 10677
294, 175, 77, 13569
294, 179, 108, 14451
399, 34, 10, 604
399, 53, 25, 1442
399, 58, 29, 1722
399, 70, 58, 2522
399, 76, 61, 2945
399, 90, 32, 3617
399, 99, 8, 4055
399, 105, 28, 4762
399, 115, 104, 5821
399, 120, 87, 6305
399, 122, 63, 6521
399, 129, 112, 7356
399, 133, 59, 7770
399, 142, 25, 8940
399, 144, 136, 9313
399, 152, 6, 9501
399, 156, 153, 10987
399, 162, 51, 11798
399, 164, 118, 11958
399, 168, 168, 12753
89, 48, 2, 1167
89, 57, 46, 1681
89, 69, 42, 2436
89, 77, 39, 3000
89, 95, 79, 4112
89, 104, 104, 4758
89, 107, 72, 4916
89, 116, 42, 3961
89, 120, 83, 6288
89, 124, 117, 6808
89, 137, 121, 8365
89, 144, 130, 9300
89, 151, 70, 9352
89, 166, 105, 12249
89, 176, 86, 13900
135, 23, 14, 290
135, 47, 26, 1144
135, 62, 10, 1943
135, 88, 32, 3629
135, 96, 72, 4161
135, 107, 42, 4975
135, 118, 58, 5995
135, 122, 39, 6500
135, 127, 26, 6849
135, 136, 28, 8135
135, 139, 98, 8612
135, 145, 47, 9346
135, 151, 36, 9934
135, 156, 9, 10843
135, 162, 15, 11762
135, 165, 135, 12334
135, 172, 24, 13045
135, 179, 143, 14486
56, 15, 11, 132
56, 57, 18, 1650
56, 78, 13, 3037
56, 112, 60, 5434
56, 114, 77, 5679
56, 119, 116, 6214
56, 137, 9, 8253
56, 145, 73, 8796
56, 151, 127, 9732
56, 163, 128, 10925
56, 168, 79, 12498
56, 176, 54, 13874
56, 180, 131, 14654
408, 32, 31, 559
408, 50, 3, 1258
408, 58, 11, 1701
408, 69, 53, 2447
408, 77, 42, 3003
408, 88, 87, 3704
408, 97, 90, 4268
408, 117, 21, 5808
408, 126, 93, 6845
408, 131, 41, 7546
408, 141, 66, 8856
408, 144, 132, 7777
408, 152, 59, 10158
408, 160, 126, 8730
408, 162, 89, 11787
408, 168, 140, 12710
408, 181, 180, 14848
139, 46, 13, 1084
139, 65, 52, 2159
139, 74, 9, 2742
139, 85, 73, 2889
139, 98, 16, 4029
139, 106, 40, 4794
139, 112, 94, 5469
139, 117, 92, 5485
139, 126, 92, 6318
139, 132, 103, 7600
139, 146, 130, 9571
139, 153, 124, 9857
139, 159, 136, 11422
139, 164, 141, 12109
139, 169, 92, 12816
139, 175, 6, 10088
139, 176, 132, 13551
54, 50, 9, 1272
54, 54, 18, 1488
54, 65, 12, 2136
54, 87, 6, 3416
54, 96, 65, 4163
54, 110, 92, 5270
54, 124, 85, 6745
54, 131, 62, 7563
54, 143, 7, 9079
54, 146, 108, 8990
54, 157, 47, 11038
54, 161, 21, 11589
54, 162, 139, 11886
54, 166, 93, 12236
54, 172, 121, 13379
54, 178, 93, 14257
54, 181, 103, 14761
769, 21, 10, 242
769, 49, 40, 1253
769, 68, 30, 2355
769, 76, 7, 2891
769, 81, 47, 3252
769, 87, 27, 3540
769, 96, 63, 4126
769, 109, 108, 5200
769, 128, 50, 7157
769, 130, 11, 7097
769, 136, 57, 8164
769, 142, 20, 8777
769, 144, 16, 9148
769, 150, 55, 10090
769, 158, 136, 11285
769, 162, 70, 11817
769, 168, 131, 12716
769, 177, 68, 14044
769, 179, 2, 14331
769, 180, 78, 14594
264, 44, 13, 993
264, 63, 56, 2051
264, 88, 74, 3666
264, 94, 25, 3620
264, 103, 39, 4617
264, 115, 65, 5782
264, 129, 2, 7232
264, 132, 21, 7541
264, 137, 22, 7619
264, 144, 106, 9269
264, 152, 44, 9246
264, 156, 106, 10932
264, 159, 137, 11423
264, 170, 141, 13051
264, 176, 108, 13922
77, 40, 16, 835
77, 46, 42, 1113
77, 64, 6, 2065
77, 72, 68, 2657
77, 77, 19, 2980
77, 88, 81, 3698
77, 103, 79, 4551
77, 115, 93, 5810
77, 120, 81, 6299
77, 122, 58, 6519
77, 124, 68, 6758
77, 129, 95, 7339
77, 133, 114, 7836
77, 139, 92, 8613
77, 149, 90, 9974
77, 155, 150, 10828
77, 159, 52, 8927
77, 162, 106, 11853
77, 165, 25, 12167
77, 167, 100, 12545
77, 171, 60, 13145
77, 173, 52, 8938
77, 175, 143, 13811
77, 178, 102, 14266
660, 37, 24, 726
660, 49, 38, 1251
660, 66, 47, 2237
660, 76, 42, 2925
660, 83, 76, 3268
660, 89, 54, 3714
660, 103, 46, 4589
660, 113, 95, 5583
660, 117, 113, 6002
660, 128, 54, 7169
660, 131, 45, 7550
660, 137, 119, 8363
660, 148, 121, 9857
660, 155, 12, 9784
660, 158, 42, 11169
660, 163, 155, 12025
660, 168, 158, 12743
660, 177, 115, 14103
660, 180, 58, 14581
763, 37, 8, 710
763, 58, 41, 1734
763, 71, 0, 2517
763, 78, 78, 3116
763, 113, 107, 5595
763, 121, 79, 6344
763, 128, 98, 6658
763, 132, 97, 6949
763, 147, 63, 9335
763, 154, 142, 10665
763, 159, 108, 6694
763, 162, 133, 11879
763, 170, 6, 12141
763, 172, 135, 13393
763, 180, 164, 14687
396, 46, 6, 1077
396, 53, 48, 1465
396, 66, 23, 2213
396, 73, 55, 2683
396, 86, 85, 3527
396, 100, 5, 4200
396, 109, 9, 4965
396, 122, 60, 6521
396, 124, 58, 6689
396, 129, 65, 7051
396, 138, 90, 8450
396, 145, 10, 6267
396, 148, 79, 9742
396, 154, 81, 10597
396, 159, 132, 9883
396, 174, 27, 13194
396, 179, 106, 14449
396, 181, 123, 14791
455, 18, 17, 189
455, 31, 13, 509
455, 40, 7, 826
455, 62, 58, 1993
455, 71, 18, 2413
455, 85, 39, 3415
455, 99, 26, 3641
455, 104, 74, 4283
455, 110, 8, 5052
455, 114, 37, 5639
455, 120, 24, 5971
455, 125, 52, 6753
455, 136, 22, 7369
455, 141, 71, 8123
455, 147, 80, 9651
455, 149, 23, 9901
455, 153, 85, 10084
455, 156, 17, 10851
455, 162, 8, 11755
455, 164, 61, 12095
455, 168, 76, 12575
455, 174, 100, 13629
455, 179, 36, 14368
455, 180, 179, 14702
417, 47, 29, 1147
417, 64, 12, 2070
417, 75, 27, 2835
417, 88, 79, 3696
417, 100, 91, 4485
417, 108, 103, 5127
417, 129, 14, 7021
417, 132, 32, 7613
417, 137, 4, 7885
417, 142, 55, 8984
417, 148, 114, 9850
417, 153, 20, 9208
417, 155, 83, 10325
417, 158, 76, 11225
417, 161, 143, 11728
417, 163, 141, 11399
417, 169, 101, 12567
417, 174, 166, 13110
558, 37, 17, 719
558, 43, 7, 942
558, 68, 33, 2358
558, 78, 68, 3106
558, 89, 81, 3742
558, 102, 8, 4287
558, 107, 69, 5027
558, 117, 89, 5045
558, 125, 91, 4483
558, 130, 64, 7396
558, 134, 58, 7904
558, 138, 31, 8385
558, 139, 134, 8655
558, 145, 114, 9422
558, 149, 115, 10000
558, 153, 91, 5833
558, 154, 151, 10674
558, 170, 79, 12994
558, 176, 76, 13679
558, 180, 59, 14582
570, 19, 17, 208
570, 25, 6, 331
570, 48, 40, 1206
570, 75, 72, 2880
570, 87, 20, 3367
570, 97, 79, 4256
570, 112, 107, 5482
570, 118, 54, 6049
570, 122, 80, 6541
570, 125, 42, 6184
570, 130, 104, 7478
570, 133, 51, 7755
570, 139, 10, 8524
570, 149, 42, 9927
570, 154, 16, 10557
570, 158, 149, 11298
570, 162, 53, 11800
570, 164, 89, 11761
570, 170, 69, 12984
570, 175, 167, 13835
458, 7, 5, 34
458, 43, 25, 961
458, 59, 28, 1780
458, 70, 43, 2491
458, 89, 44, 3200
458, 107, 1, 4757
458, 111, 107, 5372
458, 124, 76, 6713
458, 129, 98, 6868
458, 136, 30, 7358
458, 138, 130, 8512
458, 141, 26, 8760
458, 147, 73, 9600
458, 153, 121, 10511
458, 158, 62, 11207
458, 169, 104, 12853
458, 171, 166, 13252
458, 178, 64, 13363
600, 25, 8, 333
600, 45, 35, 1060
600, 62, 18, 1950
600, 81, 25, 3194
600, 99, 89, 4383
600, 107, 32, 4975
600, 113, 48, 5405
600, 126, 62, 6425
600, 132, 104, 7706
600, 138, 16, 8398
600, 140, 126, 8720
600, 148, 112, 9848
600, 153, 59, 10399
600, 158, 57, 11206
600, 168, 66, 12032
600, 174, 82, 12995
600, 181, 150, 14818
692, 44, 5, 984
692, 61, 0, 1873
692, 71, 32, 2558
692, 87, 49, 3464
692, 98, 32, 4077
692, 106, 36, 4846
692, 108, 105, 5129
692, 121, 13, 5970
692, 131, 19, 7243
692, 137, 57, 8301
692, 147, 72, 9564
692, 151, 86, 10238
692, 161, 98, 9802
692, 165, 1, 12181
692, 167, 87, 12535
692, 171, 71, 13020
692, 177, 36, 13540
692, 178, 82, 14246
454, 7, 4, 33
454, 34, 11, 605
454, 62, 6, 1941
454, 67, 32, 2289
454, 73, 30, 2336
454, 78, 7, 3046
454, 100, 64, 4344
454, 107, 79, 5037
454, 118, 40, 5552
454, 123, 78, 6662
454, 134, 120, 7964
454, 139, 75, 8596
454, 145, 132, 9029
454, 153, 55, 7248
454, 156, 18, 10023
454, 164, 144, 12178
454, 171, 142, 13228
454, 174, 45, 11644
454, 179, 52, 14395
142, 31, 24, 520
142, 38, 30, 770
142, 57, 22, 1649
142, 75, 14, 2822
142, 86, 21, 3389
142, 92, 53, 3691
142, 102, 26, 3602
142, 109, 80, 5134
142, 119, 117, 6215
142, 143, 14, 9086
142, 145, 50, 8733
142, 148, 91, 9736
142, 154, 94, 10165
142, 162, 76, 11823
142, 165, 16, 12215
142, 167, 80, 12526
142, 171, 77, 13163
142, 174, 162, 13672
142, 179, 79, 14422
225, 26, 25, 376
225, 31, 6, 502
225, 54, 36, 1507
225, 61, 31, 1904
225, 67, 43, 2300
225, 78, 6, 3045
225, 95, 30, 3892
225, 106, 10, 4560
225, 113, 56, 5402
225, 119, 110, 6208
225, 132, 110, 7721
225, 141, 91, 6814
225, 143, 114, 9186
225, 146, 51, 9455
225, 151, 112, 10277
225, 156, 62, 10841
225, 166, 37, 11176
225, 174, 149, 13677
225, 179, 134, 14477
420, 42, 11, 877
420, 47, 41, 1159
420, 60, 44, 1856
420, 74, 54, 2787
420, 77, 75, 3036
420, 91, 69, 3786
420, 100, 73, 4363
420, 113, 81, 5569
420, 117, 83, 4857
420, 122, 18, 6432
420, 128, 7, 6824
420, 131, 78, 7513
420, 141, 60, 8852
420, 146, 142, 9583
420, 152, 74, 10205
420, 157, 134, 11125
420, 161, 128, 11562
420, 164, 163, 12197
420, 169, 82, 12820
420, 175, 99, 13763
420, 178, 47, 14206
22, 23, 15, 291
22, 34, 32, 626
22, 55, 16, 1540
22, 71, 31, 2531
22, 82, 69, 3294
22, 103, 84, 4649
22, 124, 103, 6781
22, 139, 120, 8641
22, 145, 5, 6274
22, 147, 61, 9649
22, 150, 67, 10102
22, 156, 85, 10869
22, 160, 52, 9838
22, 162, 7, 11754
22, 165, 68, 12267
22, 168, 61, 12651
22, 177, 18, 9957
22, 179, 104, 14447
22, 181, 50, 13223
476, 14, 7, 113
476, 53, 19, 1425
476, 60, 37, 1849
476, 65, 10, 2134
476, 95, 71, 4022
476, 107, 66, 4973
476, 112, 95, 5470
476, 115, 94, 5811
476, 122, 119, 6580
476, 129, 106, 7350
476, 134, 15, 7466
476, 139, 24, 8545
476, 148, 131, 9867
476, 155, 90, 9432
476, 160, 77, 11516
476, 166, 36, 10949
476, 172, 37, 13293
476, 177, 124, 14112
476, 181, 144, 14486
441, 24, 11, 311
441, 61, 48, 1921
441, 79, 54, 3126
441, 85, 7, 3088
441, 95, 89, 4122
441, 106, 64, 4775
441, 111, 79, 5259
441, 121, 23, 6105
441, 128, 38, 7153
441, 130, 103, 7477
441, 136, 133, 8240
441, 143, 18, 9089
441, 148, 85, 9821
441, 152, 70, 7888
441, 157, 94, 11078
441, 161, 10, 11434
441, 165, 147, 12346
441, 168, 162, 12747
441, 174, 104, 13618
441, 179, 86, 14429
751, 48, 41, 1207
751, 76, 22, 2903
751, 89, 74, 2675
751, 95, 58, 4081
751, 102, 45, 4246
751, 116, 17, 5772
751, 129, 26, 7238
751, 135, 106, 8077
751, 141, 72, 8529
751, 147, 74, 9645
751, 149, 3, 9850
751, 155, 8, 10683
751, 157, 10, 10940
751, 161, 87, 11649
751, 163, 20, 9663
751, 165, 154, 12353
751, 172, 21, 13242
751, 175, 133, 13285
751, 180, 106, 14629
299, 19, 11, 202
299, 57, 51, 1686
299, 64, 44, 2102
299, 72, 43, 2442
299, 78, 44, 3066
299, 93, 79, 3939
299, 102, 54, 4571
299, 109, 66, 4656
299, 117, 59, 5867
299, 127, 2, 6961
299, 135, 2, 7957
299, 139, 133, 8647
299, 149, 49, 9919
299, 154, 15, 9962
299, 162, 74, 11821
299, 164, 134, 12161
299, 169, 41, 10200
299, 173, 9, 13223
299, 181, 105, 14773
30, 13, 1, 93
30, 41, 34, 887
30, 67, 52, 2308
30, 77, 65, 3026
30, 97, 80, 4258
30, 106, 104, 4955
30, 111, 106, 5371
30, 119, 46, 6146
30, 126, 37, 6910
30, 132, 80, 7320
30, 137, 101, 8201
30, 146, 92, 9012
30, 156, 74, 10908
30, 160, 57, 11288
30, 169, 48, 11602
30, 172, 136, 13394
30, 176, 99, 13913
30, 180, 85, 14608
221, 28, 18, 424
221, 49, 27, 1240
221, 66, 25, 2215
221, 70, 32, 2496
221, 78, 31, 3046
221, 85, 6, 2969
221, 94, 24, 2804
221, 99, 60, 4262
221, 105, 33, 3663
221, 113, 63, 5054
221, 121, 97, 6432
221, 134, 118, 7962
221, 142, 34, 8962
221, 146, 132, 9285
221, 159, 84, 9648
221, 168, 139, 12724
221, 177, 174, 14162
270, 38, 32, 772
270, 42, 29, 923
270, 59, 25, 1777
270, 67, 39, 2296
270, 82, 27, 3228
270, 97, 37, 3759
270, 112, 50, 5309
270, 115, 51, 5768
270, 119, 55, 5432
270, 127, 25, 6766
270, 134, 71, 4987
270, 136, 122, 8229
270, 138, 97, 8470
270, 143, 48, 9120
270, 148, 78, 9782
270, 158, 0, 11133
270, 163, 147, 12017
270, 168, 127, 11376
270, 174, 143, 13671
270, 179, 114, 14457
270, 181, 88, 14756
287, 30, 21, 486
287, 40, 37, 856
287, 68, 24, 2349
287, 76, 33, 2914
287, 93, 16, 3802
287, 98, 91, 4313
287, 114, 53, 5655
287, 118, 16, 6001
287, 122, 82, 6543
287, 129, 97, 7203
287, 139, 2, 8523
287, 143, 16, 9088
287, 145, 51, 9324
287, 149, 21, 9906
287, 151, 95, 10261
287, 155, 151, 10829
287, 160, 135, 11475
287, 170, 38, 12953
287, 173, 90, 11417
287, 179, 75, 14418
122, 13, 9, 101
122, 19, 5, 196
122, 42, 25, 919
122, 60, 51, 1863
122, 64, 36, 2095
122, 74, 49, 2719
122, 78, 27, 3066
122, 87, 47, 3574
122, 98, 79, 4276
122, 110, 76, 5159
122, 116, 8, 5646
122, 121, 33, 6251
122, 130, 81, 7454
122, 133, 126, 7337
122, 139, 49, 8570
122, 145, 40, 8044
122, 149, 96, 9981
122, 154, 4, 7584
122, 155, 91, 10029
122, 158, 56, 11205
122, 164, 20, 11222
122, 165, 157, 12356
122, 168, 126, 11106
122, 171, 140, 13226
122, 176, 91, 13905
715, 24, 3, 303
715, 37, 6, 708
715, 65, 29, 2152
715, 96, 41, 4131
715, 109, 106, 5198
715, 119, 93, 6191
715, 128, 16, 7131
715, 129, 116, 7360
715, 139, 82, 8603
715, 150, 6, 10041
715, 153, 119, 10097
715, 162, 72, 11819
715, 166, 25, 8000
715, 170, 26, 12241
715, 175, 138, 13806
715, 178, 80, 14244
715, 180, 161, 14684
446, 31, 12, 508
446, 41, 25, 878
446, 50, 46, 1309
446, 58, 37, 1730
446, 69, 38, 2432
446, 74, 74, 2807
446, 78, 47, 3085
446, 95, 0, 3842
446, 108, 54, 5083
446, 116, 81, 5879
446, 121, 103, 6442
446, 133, 115, 7837
446, 142, 83, 8710
446, 147, 56, 9562
446, 150, 90, 10125
446, 158, 147, 11296
446, 162, 88, 11835
446, 166, 103, 9884
446, 171, 128, 13214
446, 173, 159, 13503
616, 22, 9, 262
616, 59, 41, 1793
616, 70, 4, 2468
616, 97, 27, 4092
616, 107, 57, 4987
616, 121, 10, 5978
616, 130, 20, 7232
616, 133, 92, 5587
616, 137, 106, 8350
616, 141, 56, 8841
616, 148, 74, 9808
616, 152, 68, 10358
616, 157, 143, 11134
616, 160, 27, 11466
616, 163, 146, 12016
616, 175, 146, 13814
57, 33, 29, 589
57, 65, 49, 2145
57, 77, 67, 3028
57, 87, 34, 3478
57, 96, 31, 4090
57, 105, 38, 4783
57, 113, 41, 5226
57, 122, 55, 6515
57, 131, 0, 7262
57, 136, 94, 8192
57, 139, 122, 8643
57, 143, 53, 9125
57, 145, 109, 8989
57, 152, 134, 9954
57, 158, 32, 11175
57, 161, 129, 11633
57, 165, 18, 12063
57, 170, 134, 13049
57, 176, 84, 13898
591, 36, 5, 670
591, 54, 14, 1485
591, 63, 43, 1975
591, 77, 13, 2974
591, 96, 70, 4150
591, 115, 89, 5806
591, 126, 100, 6977
591, 131, 87, 7592
591, 135, 112, 8083
591, 141, 21, 8792
591, 145, 94, 9318
591, 150, 145, 10180
591, 156, 94, 10816
591, 162, 56, 11803
591, 166, 76, 12165
591, 172, 97, 13355
591, 181, 97, 14747
308, 30, 7, 472
308, 57, 52, 1685
308, 75, 47, 2855
308, 88, 72, 3643
308, 100, 12, 4167
308, 106, 82, 4933
308, 115, 62, 5779
308, 127, 77, 7009
308, 137, 124, 8368
308, 148, 113, 9849
308, 155, 89, 10373
308, 160, 34, 10532
308, 163, 100, 11865
308, 168, 119, 12655
308, 179, 133, 14476
431, 37, 14, 716
431, 50, 5, 1265
431, 67, 11, 2268
431, 78, 69, 3107
431, 104, 76, 4596
431, 110, 43, 4322
431, 114, 98, 5700
431, 119, 32, 6110
431, 125, 105, 6856
431, 135, 126, 8061
431, 146, 28, 9473
431, 155, 57, 10643
431, 161, 20, 11283
431, 163, 21, 11713
431, 167, 119, 12435
431, 175, 130, 13796
431, 178, 143, 14307
431, 181, 115, 14783
23, 21, 21, 253
23, 30, 22, 487
23, 40, 3, 821
23, 72, 60, 2649
23, 77, 14, 2975
23, 87, 17, 3535
23, 94, 78, 3353
23, 106, 42, 4835
23, 115, 22, 5688
23, 124, 52, 6657
23, 133, 60, 7794
23, 139, 112, 8633
23, 143, 82, 9147
23, 149, 114, 9999
23, 152, 87, 10328
23, 157, 102, 11039
23, 161, 62, 11626
23, 166, 119, 11886
23, 175, 81, 13749
23, 178, 123, 14287
288, 41, 20, 872
288, 57, 38, 1673
288, 70, 3, 2467
288, 87, 64, 3516
288, 104, 81, 4735
288, 107, 77, 5023
288, 115, 87, 5804
288, 121, 65, 6333
288, 132, 1, 6862
288, 136, 87, 8194
288, 138, 101, 8478
288, 144, 45, 8615
288, 153, 51, 10391
288, 157, 39, 11030
288, 160, 62, 11241
288, 168, 89, 12658
149, 43, 22, 954
149, 55, 26, 1549
149, 70, 54, 2518
149, 81, 49, 3213
149, 93, 85, 3945
149, 100, 25, 4292
149, 105, 88, 4833
149, 114, 68, 5670
149, 118, 76, 6029
149, 122, 116, 6577
