rank,s1,s2,ntasks
519, 112, 105, 5480
519, 118, 6, 5483
519, 122, 26, 6487
519, 126, 66, 6697
519, 130, 69, 7443
519, 134, 99, 7540
519, 138, 64, 8446
519, 142, 74, 9002
519, 144, 7, 8342
519, 151, 57, 9655
519, 164, 33, 10913
519, 170, 32, 12813
519, 173, 44, 12265
519, 177, 10, 11643
519, 179, 137, 14480
267, 26, 13, 364
267, 40, 20, 839
267, 55, 15, 1539
267, 68, 50, 2375
267, 78, 35, 3061
267, 100, 34, 4340
267, 111, 100, 5365
267, 120, 55, 6176
267, 128, 124, 7239
267, 134, 81, 7925
267, 137, 127, 8371
267, 147, 112, 9700
267, 150, 20, 10043
267, 153, 120, 10472
267, 157, 15, 10990
267, 160, 13, 9831
267, 162, 104, 11840
267, 165, 12, 12124
267, 169, 61, 12810
267, 172, 45, 13296
267, 177, 143, 14131
267, 179, 97, 14440
595, 20, 11, 222
595, 46, 37, 1108
595, 60, 47, 1859
595, 64, 25, 2084
595, 70, 61, 2525
595, 85, 76, 3395
595, 94, 80, 4018
595, 102, 9, 4340
595, 114, 33, 5607
595, 121, 40, 6335
595, 131, 128, 7633
595, 136, 85, 8179
595, 138, 87, 8469
595, 140, 65, 8406
595, 153, 117, 8041
595, 157, 29, 10858
595, 161, 138, 11723
595, 163, 116, 10306
595, 168, 92, 12338
595, 178, 125, 14155
596, 28, 13, 419
596, 36, 26, 691
596, 45, 34, 1059
596, 70, 10, 2474
596, 101, 66, 3274
596, 107, 106, 5064
596, 113, 83, 5571
596, 121, 15, 6250
596, 128, 58, 7158
596, 130, 118, 7492
596, 135, 92, 7466
596, 143, 32, 9104
596, 146, 55, 8267
596, 153, 65, 10024
596, 159, 109, 6952
596, 162, 12, 11759
596, 165, 111, 12305
596, 172, 42, 13195
596, 177, 56, 13279
596, 179, 152, 14495
618, 36, 28, 693
618, 47, 22, 1140
618, 64, 32, 2091
618, 76, 28, 2912
618, 80, 68, 3184
618, 94, 50, 3784
618, 104, 40, 4164
618, 110, 102, 5280
618, 122, 57, 6518
618, 129, 49, 7244
618, 135, 59, 8031
618, 144, 68, 9253
618, 151, 15, 9507
618, 161, 5, 11508
618, 166, 91, 11118
618, 172, 12, 12915
618, 177, 16, 13858
618, 178, 114, 14278
618, 181, 53, 14196
789, 49, 22, 1226
789, 57, 17, 1652
789, 70, 37, 2501
789, 87, 22, 3357
789, 108, 15, 3142
789, 112, 38, 5413
789, 115, 96, 5813
789, 122, 46, 6507
789, 125, 36, 6725
789, 131, 96, 7601
789, 138, 32, 8414
789, 140, 120, 8773
789, 145, 110, 9353
789, 151, 148, 10313
789, 161, 155, 11740
789, 164, 70, 11877
789, 170, 25, 12082
789, 172, 126, 13384
789, 177, 155, 14143
789, 179, 70, 14316
679, 25, 17, 342
679, 47, 34, 1152
679, 63, 16, 2014
679, 76, 52, 2934
679, 86, 56, 3224
679, 96, 30, 4022
679, 105, 69, 4812
679, 116, 103, 5908
679, 132, 91, 7101
679, 139, 96, 8617
679, 146, 126, 9090
679, 152, 150, 10417
679, 161, 82, 10702
679, 167, 85, 12533
679, 171, 96, 13182
679, 174, 168, 13694
733, 45, 37, 1062
733, 52, 41, 1405
733, 68, 19, 2344
733, 88, 41, 3578
733, 102, 59, 4211
733, 113, 13, 4829
733, 122, 6, 6465
733, 125, 49, 5776
733, 130, 91, 7456
733, 135, 42, 7410
733, 141, 84, 7030
733, 143, 125, 9197
733, 150, 12, 10042
733, 155, 122, 10800
733, 157, 139, 11130
733, 161, 32, 11584
733, 162, 142, 11889
733, 165, 22, 12009
733, 171, 90, 13172
733, 177, 49, 12475
733, 179, 112, 14455
733, 181, 58, 13772
562, 41, 6, 861
562, 54, 27, 1498
562, 64, 13, 2072
562, 77, 24, 2985
562, 104, 1, 3843
562, 107, 98, 5056
562, 116, 54, 5865
562, 123, 2, 6586
562, 126, 83, 4948
562, 128, 91, 6994
562, 131, 114, 7619
562, 135, 123, 8094
562, 144, 140, 9316
562, 157, 105, 11091
562, 161, 132, 11420
562, 166, 113, 12432
562, 176, 125, 12487
735, 17, 16, 170
735, 22, 11, 264
735, 53, 6, 1422
735, 60, 42, 1854
735, 68, 10, 2335
735, 78, 28, 3067
735, 95, 43, 4054
735, 113, 52, 5504
735, 120, 85, 6303
735, 123, 53, 6637
735, 128, 64, 6779
735, 131, 76, 7581
735, 135, 91, 7350
735, 140, 134, 8787
735, 148, 128, 9864
735, 153, 10, 7526
735, 155, 128, 10659
735, 157, 98, 10860
735, 161, 46, 11629
735, 162, 116, 11850
735, 169, 1, 11816
735, 170, 126, 12838
735, 175, 163, 13071
735, 179, 42, 14347
734, 48, 0, 1125
734, 57, 30, 1653
734, 67, 42, 2299
734, 88, 68, 3684
734, 94, 8, 3818
734, 100, 8, 4330
734, 105, 50, 4645
734, 113, 35, 5356
734, 122, 117, 6578
734, 130, 61, 7435
734, 136, 1, 7884
734, 137, 62, 8306
734, 147, 107, 9695
734, 151, 61, 10229
734, 161, 50, 11312
734, 163, 67, 11794
734, 170, 3, 8605
734, 173, 28, 13329
734, 181, 158, 14826
739, 21, 7, 239
739, 26, 18, 369
739, 55, 23, 1540
739, 74, 39, 2772
739, 83, 77, 3281
739, 93, 81, 3941
739, 99, 58, 3986
739, 104, 43, 4343
739, 113, 34, 5300
739, 120, 115, 6333
739, 125, 115, 6896
739, 135, 74, 7923
739, 141, 69, 8861
739, 147, 140, 9728
739, 153, 37, 10166
739, 158, 3, 11112
739, 168, 8, 12379
739, 173, 122, 13525
739, 177, 139, 14127
739, 180, 55, 14573
82, 27, 5, 383
82, 55, 6, 1530
82, 66, 51, 2241
82, 73, 20, 2675
82, 85, 2, 3350
82, 88, 11, 3427
82, 101, 54, 4508
82, 113, 68, 5556
82, 119, 70, 5503
82, 130, 23, 7338
82, 134, 47, 7894
82, 139, 115, 8636
82, 146, 141, 9582
82, 157, 51, 11041
82, 159, 153, 11439
82, 168, 135, 12714
82, 181, 17, 14475
91, 45, 25, 1050
91, 55, 49, 1534
91, 68, 68, 2393
91, 71, 50, 2533
91, 83, 81, 3355
91, 94, 94, 4032
91, 107, 94, 5052
91, 115, 59, 5776
91, 123, 31, 6615
91, 128, 80, 6995
91, 130, 99, 7458
91, 132, 122, 7742
91, 137, 113, 8357
91, 143, 138, 9210
91, 147, 30, 8370
91, 149, 104, 9989
91, 151, 134, 10299
91, 160, 59, 11498
91, 165, 136, 12335
91, 168, 155, 12740
91, 174, 119, 13442
623, 19, 19, 210
623, 26, 1, 352
623, 56, 18, 1592
623, 65, 2, 2126
623, 76, 39, 2923
623, 94, 51, 3972
623, 100, 26, 4330
623, 107, 26, 4927
623, 114, 105, 5707
623, 120, 8, 6201
623, 122, 95, 6556
623, 124, 112, 6804
623, 130, 101, 7472
623, 137, 61, 8305
623, 143, 60, 9132
623, 146, 46, 9459
623, 151, 94, 10162
623, 161, 48, 11240
623, 167, 1, 10441
623, 170, 78, 12571
623, 178, 117, 14281
631, 25, 10, 335
631, 35, 17, 646
631, 61, 52, 1925
631, 69, 3, 2397
631, 91, 17, 3684
631, 102, 66, 3977
631, 112, 25, 5089
631, 114, 22, 5527
631, 121, 29, 6110
631, 131, 58, 7563
631, 136, 50, 8086
631, 138, 51, 8433
631, 140, 44, 8624
631, 145, 105, 9331
631, 150, 150, 10185
631, 157, 24, 10917
631, 162, 103, 11832
631, 169, 141, 12820
631, 173, 108, 12796
794, 25, 25, 350
794, 44, 7, 987
794, 52, 43, 1407
794, 73, 11, 2393
794, 83, 32, 3260
794, 91, 79, 3819
794, 103, 61, 4612
794, 117, 117, 6006
794, 147, 132, 9672
794, 152, 130, 10265
794, 158, 63, 11212
794, 167, 54, 12508
794, 171, 105, 13191
794, 175, 2, 13437
794, 177, 153, 14106
794, 180, 76, 14599
574, 41, 40, 893
574, 55, 2, 1528
574, 79, 28, 3090
574, 93, 60, 3883
574, 96, 83, 4212
574, 106, 65, 4803
574, 115, 60, 5777
574, 121, 6, 6193
574, 124, 111, 6803
574, 140, 16, 8668
574, 146, 123, 9564
574, 156, 3, 10073
574, 163, 163, 12033
574, 173, 17, 13290
517, 15, 7, 128
517, 56, 45, 1623
517, 70, 51, 2515
517, 76, 69, 2953
517, 82, 82, 3320
517, 120, 58, 6272
517, 128, 39, 7154
517, 132, 41, 7083
517, 143, 6, 9078
517, 146, 23, 5627
517, 148, 1, 9516
517, 150, 131, 10166
517, 157, 73, 11064
517, 162, 120, 11867
517, 165, 56, 12255
517, 169, 157, 12906
517, 171, 136, 13222
517, 173, 118, 13350
517, 179, 140, 14482
624, 47, 2, 1120
624, 51, 47, 1361
624, 61, 34, 1907
624, 69, 40, 2434
624, 92, 38, 3811
624, 107, 10, 4731
624, 121, 25, 6285
624, 124, 16, 6690
624, 129, 64, 6995
624, 135, 118, 8089
624, 147, 138, 9726
624, 150, 80, 10115
624, 154, 39, 10574
624, 162, 129, 11876
624, 167, 142, 12562
624, 171, 99, 13183
624, 173, 92, 13151
575, 27, 13, 391
575, 56, 39, 1617
575, 66, 46, 2236
575, 73, 39, 2700
575, 92, 87, 3872
575, 106, 68, 4917
575, 111, 27, 5254
575, 117, 111, 6000
575, 136, 26, 8069
575, 140, 105, 8736
575, 150, 142, 10177
575, 155, 18, 9741
575, 158, 139, 11288
575, 165, 41, 12073
575, 171, 157, 13243
575, 174, 51, 13376
575, 178, 159, 14313
563, 36, 24, 689
563, 57, 42, 1677
563, 78, 9, 3048
563, 100, 60, 4437
563, 105, 78, 3953
563, 114, 36, 5638
563, 118, 69, 6063
563, 126, 46, 6939
563, 130, 84, 7438
563, 136, 62, 8162
563, 141, 49, 8132
563, 145, 16, 9314
563, 149, 57, 9942
563, 155, 19, 8656
563, 157, 52, 11002
563, 160, 145, 11569
563, 168, 68, 12655
563, 174, 146, 13555
630, 39, 25, 804
630, 44, 11, 990
630, 66, 4, 2194
630, 75, 36, 2844
630, 80, 51, 3160
630, 85, 62, 3165
630, 93, 75, 3649
630, 100, 39, 4433
630, 107, 27, 4981
630, 113, 3, 4162
630, 121, 3, 5739
630, 129, 84, 7100
630, 138, 35, 8417
630, 144, 91, 6416
630, 148, 34, 9579
630, 154, 66, 10547
630, 158, 141, 11290
630, 164, 147, 12181
630, 167, 116, 12480
630, 175, 53, 13263
630, 178, 49, 12840
209, 10, 9, 65
209, 50, 22, 1283
209, 58, 8, 1701
209, 64, 30, 2066
209, 77, 37, 2998
209, 95, 15, 3976
209, 99, 87, 4381
209, 104, 47, 4697
209, 112, 2, 5328
209, 114, 16, 5618
209, 116, 104, 5909
209, 122, 32, 6493
209, 125, 118, 6899
209, 139, 17, 8538
209, 145, 17, 9328
209, 151, 6, 9511
209, 155, 116, 10621
209, 160, 76, 11515
209, 164, 8, 12003
209, 166, 44, 9929
209, 171, 25, 12876
209, 172, 161, 13419
209, 176, 56, 9786
209, 177, 144, 14132
730, 37, 25, 727
730, 51, 37, 1351
730, 57, 16, 1651
730, 66, 65, 2255
730, 77, 10, 2971
730, 106, 51, 4901
730, 111, 60, 5324
730, 119, 75, 5922
730, 128, 128, 7243
730, 131, 109, 7614
730, 140, 124, 8777
730, 158, 118, 11267
730, 165, 89, 12242
730, 171, 45, 13089
730, 175, 8, 13226
730, 177, 129, 14117
730, 180, 19, 14147
318, 35, 30, 659
318, 55, 42, 1555
318, 73, 23, 2637
318, 86, 76, 3474
318, 93, 42, 3526
318, 103, 66, 4113
318, 111, 105, 5370
318, 122, 70, 6526
318, 129, 87, 7331
318, 133, 91, 4983
318, 136, 42, 8050
318, 139, 68, 8589
318, 143, 29, 9101
318, 148, 29, 9134
318, 157, 22, 10760
318, 162, 149, 11896
318, 165, 110, 12303
318, 170, 34, 11964
318, 174, 137, 13661
731, 28, 7, 413
731, 34, 17, 611
731, 43, 32, 968
731, 55, 21, 1544
731, 83, 45, 3004
731, 99, 90, 4384
731, 113, 23, 4983
731, 120, 11, 5400
731, 126, 1, 6081
731, 129, 39, 7283
731, 136, 40, 8061
731, 141, 33, 8215
731, 147, 28, 9616
731, 150, 83, 10118
731, 156, 73, 10907
731, 165, 87, 12286
731, 168, 124, 12544
731, 181, 59, 14004
156, 15, 2, 123
156, 41, 13, 862
156, 64, 9, 2068
156, 75, 25, 2832
156, 80, 17, 3128
156, 86, 50, 3313
156, 96, 32, 4149
156, 101, 89, 4425
