rank,s1,s2,ntasks
0, 21, 20, 252
0, 26, 26, 377
0, 35, 1, 630
0, 49, 29, 1240
0, 58, 31, 1724
0, 62, 18, 1950
0, 73, 35, 2680
0, 89, 44, 3200
0, 95, 1, 3921
0, 96, 52, 4179
0, 103, 79, 4551
0, 110, 47, 5229
0, 114, 37, 5639
0, 116, 91, 5896
0, 121, 16, 6355
0, 123, 56, 6640
0, 127, 15, 6575
0, 132, 36, 7632
0, 134, 99, 7540
0, 136, 35, 8094
0, 139, 25, 8546
0, 141, 27, 8819
0, 142, 120, 9049
0, 143, 110, 9182
0, 146, 53, 9363
0, 149, 15, 9900
0, 150, 120, 10155
0, 152, 99, 8690
0, 154, 110, 9895
0, 157, 87, 11078
0, 158, 84, 11233
0, 163, 47, 11780
0, 167, 82, 11890
0, 170, 82, 12997
0, 174, 154, 11703
0, 177, 40, 12920
0, 178, 167, 14331
0, 181, 88, 14756
295, 13, 5, 97
295, 27, 5, 383
295, 42, 40, 934
295, 48, 22, 1183
295, 64, 39, 2098
295, 69, 46, 2440
295, 73, 25, 2680
295, 79, 38, 3109
295, 85, 15, 3045
295, 88, 8, 3604
295, 91, 80, 3820
295, 95, 78, 4057
295, 100, 78, 4329
295, 105, 80, 4825
295, 108, 88, 5112
295, 115, 93, 5810
295, 118, 99, 5995
295, 120, 82, 6229
295, 124, 38, 6732
295, 127, 83, 5380
295, 128, 78, 6616
295, 131, 9, 7514
295, 134, 85, 7812
295, 136, 53, 8160
295, 137, 55, 8275
295, 141, 131, 8918
295, 145, 79, 8720
295, 147, 98, 9204
295, 149, 57, 9942
295, 152, 107, 10287
295, 156, 120, 10954
295, 158, 61, 11210
295, 161, 54, 11639
295, 162, 56, 11803
295, 164, 102, 11325
295, 166, 144, 11954
295, 171, 86, 13172
295, 173, 32, 13092
295, 175, 75, 12513
295, 177, 6, 12872
295, 177, 127, 14102
295, 179, 175, 14518
295, 181, 143, 14811
101, 7, 2, 31
101, 35, 29, 658
101, 55, 4, 1518
101, 63, 24, 2012
101, 70, 60, 2524
101, 75, 34, 2839
101, 83, 17, 3269
101, 88, 86, 3703
101, 97, 82, 4260
101, 110, 75, 4778
101, 113, 52, 5504
101, 117, 97, 5077
101, 121, 83, 6421
101, 125, 95, 6880
101, 128, 120, 7235
101, 130, 1, 7236
101, 131, 20, 7418
101, 133, 7, 7190
101, 136, 118, 8225
101, 138, 122, 8504
101, 139, 129, 8650
101, 142, 131, 9060
101, 145, 38, 9348
101, 147, 19, 7961
101, 148, 41, 9254
101, 152, 105, 9481
101, 156, 5, 10482
101, 160, 88, 11492
101, 163, 84, 9711
101, 165, 30, 11990
101, 167, 156, 12603
101, 170, 93, 13008
101, 172, 3, 12929
101, 176, 1, 11050
101, 177, 66, 13607
101, 178, 3, 9792
101, 179, 95, 14438
101, 180, 50, 14568
101, 181, 151, 14800
102, 7, 3, 32
102, 16, 7, 144
102, 35, 35, 664
102, 47, 25, 1143
102, 55, 30, 1506
102, 66, 5, 2195
102, 70, 0, 2464
102, 76, 26, 2910
102, 80, 58, 3088
102, 83, 38, 3313
102, 88, 85, 3702
102, 94, 14, 3431
102, 96, 20, 4003
102, 99, 49, 2910
102, 101, 32, 4350
102, 106, 46, 4897
102, 108, 54, 5083
102, 112, 71, 4853
102, 115, 79, 5796
102, 119, 54, 6154
102, 122, 99, 6560
102, 124, 27, 6702
102, 126, 124, 7007
102, 131, 55, 7553
102, 136, 52, 8142
102, 138, 35, 8417
102, 141, 46, 8838
102, 143, 1, 9073
102, 144, 8, 9067
102, 147, 69, 9657
102, 149, 20, 9861
102, 150, 27, 10062
102, 151, 142, 10307
102, 154, 44, 9900
102, 156, 74, 10908
102, 158, 6, 11155
102, 159, 118, 10933
102, 162, 129, 11876
102, 165, 5, 12172
102, 168, 129, 12519
102, 173, 44, 12265
102, 175, 44, 12561
102, 176, 78, 8083
102, 177, 37, 13694
102, 178, 80, 14244
102, 179, 128, 14471
102, 181, 15, 11323
20, 22, 16, 269
20, 30, 3, 466
20, 43, 11, 918
20, 50, 40, 1303
20, 59, 30, 1780
20, 65, 34, 2158
20, 73, 42, 2489
20, 77, 39, 3000
20, 85, 85, 3460
20, 88, 24, 3516
20, 96, 80, 4209
20, 103, 16, 4496
20, 107, 33, 4893
20, 113, 92, 5580
20, 120, 18, 5725
20, 123, 22, 6601
20, 128, 42, 7134
20, 130, 75, 7428
20, 132, 69, 7693
20, 137, 81, 8325
20, 139, 87, 8608
20, 141, 54, 8846
20, 142, 141, 9070
20, 145, 45, 9013
20, 147, 145, 9733
20, 149, 148, 10033
20, 151, 112, 10277
20, 154, 129, 10296
20, 159, 38, 11332
20, 161, 64, 11649
20, 163, 38, 11910
20, 165, 93, 12281
20, 167, 45, 11407
20, 169, 99, 12793
20, 170, 74, 12798
20, 171, 158, 13244
20, 173, 102, 12693
20, 176, 52, 11725
20, 177, 71, 12601
20, 179, 54, 14397
20, 180, 0, 14346
31, 24, 7, 307
31, 32, 11, 539
31, 45, 32, 1057
31, 53, 10, 1422
31, 58, 47, 1740
31, 61, 59, 1932
31, 66, 58, 2248
31, 70, 3, 2467
31, 83, 37, 3104
31, 89, 2, 3596
31, 94, 32, 3909
31, 97, 76, 4002
31, 102, 92, 4596
31, 112, 91, 5466
31, 116, 47, 5845
31, 122, 75, 6536
31, 124, 80, 6654
31, 127, 54, 7051
31, 130, 81, 7454
31, 131, 121, 7626
31, 135, 33, 5776
31, 136, 122, 8229
31, 137, 134, 8378
31, 141, 12, 7847
31, 142, 6, 8929
31, 143, 11, 9081
31, 146, 122, 9563
31, 149, 104, 9989
31, 150, 104, 10139
31, 152, 86, 9803
31, 156, 33, 10126
31, 160, 46, 11446
31, 161, 149, 11734
31, 162, 141, 11888
31, 165, 21, 12200
31, 166, 124, 11487
31, 172, 33, 13107
31, 176, 15, 11354
31, 177, 169, 14157
31, 178, 144, 14308
32, 12, 5, 84
32, 32, 0, 528
32, 35, 7, 636
32, 42, 2, 897
32, 56, 18, 1592
32, 62, 12, 1944
32, 71, 0, 2517
32, 76, 68, 2952
32, 78, 25, 3058
32, 85, 58, 3302
32, 87, 72, 3526
32, 91, 77, 3661
32, 99, 1, 2594
32, 100, 7, 4281
32, 104, 1, 3843
32, 105, 23, 3328
32, 106, 86, 4937
32, 109, 59, 4816
32, 114, 108, 5710
32, 118, 91, 5897
32, 121, 45, 6384
32, 125, 87, 6831
32, 128, 102, 7171
32, 131, 0, 7262
32, 134, 17, 7868
32, 136, 113, 8220
32, 138, 91, 8470
32, 140, 77, 8728
32, 146, 42, 7839
32, 147, 110, 9694
32, 149, 93, 9978
32, 150, 87, 10122
32, 152, 46, 10176
32, 155, 19, 8656
32, 156, 3, 10073
32, 160, 28, 11471
32, 162, 97, 11757
32, 165, 126, 12310
32, 168, 94, 12679
32, 172, 150, 13408
32, 175, 152, 12414
32, 177, 123, 14111
32, 179, 11, 13825
32, 181, 113, 14781
294, 5, 2, 18
294, 29, 28, 463
294, 35, 22, 651
294, 62, 42, 1976
294, 69, 33, 2427
294, 76, 9, 2893
294, 81, 57, 3252
294, 89, 67, 3422
294, 100, 27, 4385
294, 101, 100, 4546
294, 107, 16, 4964
294, 110, 64, 3263
294, 111, 88, 5353
294, 118, 107, 6100
294, 121, 118, 6457
294, 125, 93, 6633
294, 128, 126, 7241
294, 131, 24, 7524
294, 136, 26, 8069
294, 138, 32, 8414
294, 139, 33, 8554
294, 143, 96, 9168
294, 146, 14, 8756
294, 148, 80, 9809
294, 150, 49, 10080
294, 153, 64, 9907
294, 155, 84, 10404
294, 158, 8, 11157
294, 159, 135, 11420
294, 168, 138, 12723
294, 171, 125, 13146
294, 174, 127, 8979
294, 175, 124, 13775
294, 178, 135, 14299
238, 33, 6, 566
238, 37, 22, 724
238, 45, 1, 1025
238, 56, 31, 1606
238, 59, 48, 1800
238, 69, 38, 2432
238, 72, 67, 2656
238, 76, 46, 2930
238, 79, 27, 3082
238, 85, 1, 2948
238, 86, 81, 3523
238, 90, 89, 3786
238, 106, 77, 4901
238, 109, 105, 5197
238, 115, 70, 5785
238, 121, 105, 6444
238, 126, 23, 4841
238, 127, 1, 6243
238, 129, 87, 7331
238, 131, 108, 7613
238, 136, 134, 8241
238, 139, 2, 8523
238, 140, 131, 8784
238, 146, 102, 8879
238, 149, 75, 9960
238, 151, 31, 9089
238, 153, 59, 10399
238, 155, 138, 10816
238, 156, 154, 10988
238, 161, 82, 10702
238, 164, 101, 10949
238, 168, 50, 11225
238, 170, 42, 11792
238, 172, 62, 13302
238, 176, 145, 13959
238, 181, 82, 14750
380, 9, 7, 53
380, 24, 2, 302
380, 33, 29, 589
380, 50, 29, 1292
380, 56, 42, 1619
380, 63, 29, 2006
380, 74, 34, 2762
380, 77, 15, 2976
380, 85, 43, 3001
380, 91, 9, 3619
380, 97, 9, 3992
380, 107, 15, 4866
380, 111, 68, 5330
380, 115, 44, 5761
380, 118, 32, 5997
380, 120, 31, 6056
380, 121, 21, 6332
380, 123, 20, 6597
380, 125, 15, 6188
380, 129, 38, 7282
380, 131, 28, 7533
380, 134, 112, 7956
380, 136, 49, 7825
380, 138, 21, 8402
380, 139, 5, 8526
380, 143, 97, 9166
380, 146, 137, 9578
380, 151, 116, 10178
380, 160, 51, 11433
380, 162, 0, 11747
380, 164, 27, 12012
380, 165, 41, 12073
380, 168, 155, 12740
380, 171, 106, 13192
380, 172, 79, 13337
380, 175, 21, 13262
380, 176, 68, 13855
380, 178, 95, 14259
380, 179, 143, 14486
380, 180, 144, 14667
239, 28, 4, 410
239, 42, 31, 925
239, 46, 18, 1089
239, 53, 36, 1453
239, 56, 37, 1615
239, 63, 16, 2014
239, 69, 8, 2402
239, 71, 69, 2590
239, 78, 63, 3101
239, 93, 80, 3940
239, 99, 27, 4192
239, 100, 93, 4487
239, 103, 96, 4661
239, 111, 44, 5115
239, 115, 69, 5786
239, 119, 37, 6116
239, 124, 102, 6746
239, 129, 53, 7297
239, 131, 103, 7608
239, 136, 94, 8192
239, 139, 78, 8599
239, 145, 58, 9261
239, 147, 28, 9616
239, 148, 107, 9843
239, 152, 16, 10262
239, 154, 123, 10647
239, 159, 89, 9531
239, 167, 135, 12535
239, 171, 142, 13228
239, 172, 131, 13389
239, 175, 122, 13790
239, 177, 8, 13746
239, 177, 134, 14122
239, 179, 56, 14375
239, 180, 145, 14668
35, 28, 24, 430
35, 33, 17, 577
35, 54, 14, 1485
35, 57, 34, 1669
35, 66, 62, 2252
35, 73, 67, 2726
35, 81, 33, 3193
35, 92, 85, 3870
35, 97, 59, 3763
35, 105, 86, 4831
35, 111, 59, 5213
35, 117, 74, 5288
35, 120, 85, 6303
35, 122, 0, 6391
35, 124, 35, 6320
35, 130, 19, 7013
35, 132, 78, 4772
35, 135, 73, 7431
35, 139, 127, 8648
35, 145, 65, 8825
35, 148, 124, 9860
35, 154, 67, 10589
35, 158, 124, 11272
35, 164, 40, 11316
35, 167, 114, 12562
35, 169, 88, 12837
35, 171, 8, 13083
35, 171, 164, 13250
35, 172, 152, 13410
35, 176, 128, 13844
35, 178, 172, 14336
35, 181, 134, 14671
36, 20, 1, 212
36, 33, 32, 592
36, 42, 35, 929
36, 56, 34, 1612
36, 64, 56, 2115
36, 74, 52, 2753
36, 77, 12, 2973
36, 86, 43, 3148
36, 93, 62, 3565
36, 99, 42, 3367
36, 101, 46, 4431
36, 107, 72, 4916
36, 112, 30, 4322
36, 113, 81, 5569
36, 115, 109, 5826
36, 121, 25, 6285
36, 123, 65, 6649
36, 129, 49, 7244
36, 132, 68, 7687
36, 135, 5, 5831
36, 136, 130, 8237
36, 138, 0, 8309
36, 139, 119, 8640
36, 145, 17, 9328
36, 148, 28, 9764
36, 151, 69, 10236
36, 156, 66, 10899
36, 158, 22, 10997
36, 162, 41, 11760
36, 166, 44, 9929
36, 168, 151, 12736
36, 176, 74, 12587
36, 178, 17, 14132
36, 180, 90, 14613
214, 36, 22, 687
214, 45, 15, 1040
214, 49, 30, 1241
214, 60, 16, 1828
214, 62, 30, 1953
214, 67, 43, 2300
214, 76, 53, 2936
214, 78, 12, 3031
214, 86, 17, 3440
214, 95, 38, 4071
214, 97, 50, 3632
214, 102, 8, 4287
214, 105, 56, 4384
214, 109, 106, 5198
214, 114, 60, 5662
214, 115, 96, 5813
214, 119, 99, 6130
214, 123, 39, 6623
214, 126, 118, 7001
214, 131, 92, 7597
214, 136, 110, 8217
214, 138, 130, 8512
214, 140, 7, 8378
214, 145, 36, 9076
214, 147, 39, 9627
214, 148, 131, 9867
214, 152, 68, 10358
214, 155, 13, 9875
214, 157, 88, 11079
214, 159, 15, 10702
214, 164, 50, 11307
214, 165, 36, 12229
214, 166, 119, 11886
214, 171, 27, 13101
214, 172, 27, 13285
214, 173, 145, 13547
214, 177, 35, 13068
214, 179, 58, 14399
214, 180, 12, 14357
210, 18, 3, 175
210, 43, 12, 943
210, 48, 15, 1180
210, 57, 56, 1691
210, 69, 18, 2412
210, 78, 30, 2806
210, 87, 64, 3516
210, 92, 88, 3873
210, 104, 26, 4320
210, 106, 79, 4930
210, 110, 106, 5284
210, 113, 18, 4682
210, 118, 85, 6058
210, 120, 44, 6262
210, 121, 74, 6351
210, 123, 67, 6651
210, 127, 26, 6849
210, 132, 64, 6703
210, 134, 113, 7957
210, 137, 83, 8245
210, 140, 97, 7828
210, 148, 95, 9831
210, 150, 101, 10136
210, 155, 0, 9982
210, 156, 135, 10969
210, 161, 67, 11652
210, 163, 45, 10753
210, 165, 165, 12364
210, 167, 130, 12559
210, 169, 79, 12808
210, 171, 22, 12443
210, 173, 161, 13518
210, 175, 174, 13842
85, 13, 10, 102
85, 37, 20, 722
85, 47, 43, 1161
85, 57, 15, 1650
85, 67, 64, 2321
85, 73, 8, 2670
85, 78, 2, 3041
85, 83, 83, 3357
85, 93, 37, 3710
85, 98, 54, 4270
85, 101, 88, 4534
85, 111, 14, 4518
85, 113, 43, 5409
85, 119, 2, 6076
85, 122, 74, 6535
85, 124, 7, 6219
85, 129, 55, 7093
85, 134, 37, 7859
85, 136, 132, 8239
85, 139, 74, 8595
85, 141, 55, 8722
85, 145, 120, 9428
85, 147, 112, 9700
85, 148, 99, 9737
85, 150, 46, 10081
85, 152, 9, 10283
85, 156, 17, 10851
85, 159, 36, 11002
85, 161, 61, 11646
85, 162, 157, 11904
85, 164, 67, 12080
85, 166, 100, 12394
85, 169, 132, 12641
85, 171, 163, 13249
85, 173, 160, 13089
85, 176, 138, 13952
85, 179, 15, 14204
85, 180, 69, 14592
213, 19, 17, 208
213, 37, 32, 734
213, 43, 5, 932
213, 49, 28, 1241
213, 61, 23, 1896
213, 65, 61, 2185
213, 73, 17, 2679
213, 85, 74, 3267
213, 87, 60, 3589
213, 89, 36, 3330
213, 94, 27, 3921
213, 98, 76, 3946
213, 101, 45, 4034
213, 109, 27, 5058
213, 113, 61, 5549
213, 117, 58, 5790
213, 120, 113, 6331
213, 123, 23, 6607
213, 126, 92, 6318
213, 129, 40, 7222
213, 135, 58, 8030
213, 138, 11, 8262
213, 141, 61, 8853
213, 144, 38, 9230
213, 147, 115, 9703
213, 149, 81, 9966
213, 150, 77, 10112
213, 153, 107, 10480
213, 156, 37, 10830
213, 159, 48, 6075
213, 160, 93, 10513
213, 161, 150, 11735
213, 163, 142, 11948
213, 166, 16, 12096
213, 169, 82, 12820
213, 172, 46, 13304
213, 173, 171, 13573
213, 176, 21, 13469
213, 178, 25, 13276
213, 179, 78, 14348
213, 181, 105, 14773
88, 19, 8, 199
88, 33, 20, 580
88, 48, 21, 1186
88, 53, 51, 1468
88, 57, 24, 1659
88, 72, 4, 2593
88, 77, 11, 2972
88, 86, 38, 3476
88, 91, 79, 3819
88, 99, 25, 3425
88, 101, 96, 4542
88, 111, 20, 3538
88, 112, 40, 5114
88, 115, 8, 5725
88, 117, 46, 5948
88, 120, 103, 6321
88, 124, 62, 6344
88, 133, 108, 5884
88, 136, 95, 8202
88, 137, 98, 7879
88, 140, 57, 8617
88, 148, 22, 8773
88, 152, 58, 10054
88, 155, 24, 9869
88, 157, 80, 11066
88, 158, 66, 11215
88, 160, 6, 11244
88, 161, 95, 11674
88, 162, 72, 11819
88, 164, 114, 12148
88, 165, 153, 12352
88, 168, 102, 11962
88, 171, 58, 13143
88, 172, 40, 13184
88, 176, 118, 13932
88, 180, 174, 14694
332, 11, 4, 71
332, 31, 16, 512
332, 39, 28, 807
332, 47, 10, 1128
332, 59, 10, 1762
332, 67, 52, 2308
332, 72, 26, 2615
332, 78, 20, 3051
332, 82, 39, 3282
332, 93, 42, 3526
332, 98, 79, 4276
332, 104, 41, 4021
332, 108, 47, 5047
332, 115, 27, 5744
332, 118, 46, 6041
332, 120, 55, 6176
332, 124, 40, 6130
332, 132, 83, 6536
332, 135, 16, 7992
332, 137, 112, 8356
332, 140, 74, 8589
332, 142, 107, 9036
332, 144, 134, 9311
332, 150, 130, 10165
332, 152, 149, 10416
332, 155, 96, 10774
332, 157, 64, 11055
332, 159, 10, 8613
332, 164, 158, 12192
332, 167, 131, 12573
332, 170, 67, 12866
332, 173, 73, 8669
332, 174, 146, 13555
332, 179, 167, 14510
332, 181, 155, 14745
84, 27, 0, 378
84, 40, 28, 847
84, 52, 36, 1400
84, 57, 10, 1645
84, 67, 58, 2315
84, 72, 66, 2655
84, 76, 72, 2956
84, 81, 15, 3186
84, 86, 1, 3085
84, 88, 47, 3664
84, 96, 8, 4115
84, 100, 12, 4167
84, 104, 14, 4060
84, 105, 34, 4335
84, 109, 25, 3964
84, 112, 49, 5058
84, 114, 40, 5629
84, 117, 87, 5976
84, 121, 48, 6374
84, 127, 8, 6927
84, 130, 63, 7338
84, 134, 10, 5383
84, 135, 69, 8041
84, 140, 43, 8202
84, 147, 25, 9304
84, 148, 32, 9732
84, 149, 145, 10030
84, 151, 146, 10311
84, 159, 122, 11408
84, 162, 24, 11769
84, 165, 108, 12214
84, 168, 141, 12332
84, 172, 31, 13010
84, 173, 133, 13061
84, 178, 92, 14256
40, 17, 10, 164
40, 30, 4, 469
40, 40, 14, 833
40, 47, 47, 1165
40, 59, 33, 1785
40, 67, 29, 2286
40, 75, 68, 2876
40, 81, 24, 3184
40, 87, 71, 3487
40, 96, 23, 4066
40, 101, 69, 4469
40, 110, 44, 4984
40, 114, 35, 5636
40, 118, 80, 5977
40, 120, 49, 6152
40, 122, 62, 6522
40, 125, 104, 6816
40, 129, 33, 7061
40, 134, 34, 7357
40, 136, 45, 8149
40, 138, 20, 8315
40, 139, 9, 8530
40, 142, 16, 8945
40, 143, 51, 9123
40, 144, 89, 7801
40, 148, 54, 9790
40, 150, 29, 10046
40, 155, 30, 8515
40, 156, 46, 10877
40, 158, 93, 11241
40, 160, 55, 10576
40, 162, 114, 11861
40, 164, 1, 11715
40, 165, 11, 12022
40, 168, 164, 12749
40, 171, 126, 13204
40, 173, 109, 13014
40, 178, 68, 14232
40, 179, 145, 14488
40, 181, 109, 14777
314, 30, 9, 474
314, 42, 22, 913
314, 51, 1, 1315
314, 53, 40, 1457
314, 62, 9, 1944
314, 68, 39, 2364
314, 72, 52, 2429
314, 74, 46, 2779
314, 76, 23, 2905
314, 80, 38, 3154
314, 82, 53, 3149
314, 88, 12, 3464
314, 94, 93, 4031
314, 100, 1, 4186
314, 101, 86, 4532
314, 109, 51, 5110
314, 114, 58, 5660
314, 115, 94, 5811
314, 119, 95, 6193
314, 123, 32, 6616
314, 125, 25, 6368
314, 128, 40, 7047
314, 131, 23, 7503
314, 134, 54, 7901
314, 136, 14, 7902
314, 137, 10, 7959
314, 141, 123, 8910
314, 145, 52, 8514
314, 147, 26, 9394
314, 148, 97, 9730
314, 153, 131, 10511
314, 156, 129, 10932
314, 159, 132, 9883
314, 167, 162, 12609
314, 169, 139, 12888
314, 171, 69, 13155
314, 172, 155, 13413
314, 174, 111, 13642
314, 181, 128, 14592
272, 4, 3, 14
272, 14, 9, 115
272, 39, 15, 794
272, 44, 22, 1002
272, 55, 37, 1560
272, 66, 31, 2221
272, 68, 3, 2328
272, 74, 17, 2750
272, 76, 20, 2904
272, 78, 46, 3083
272, 85, 34, 2864
272, 87, 43, 3515
272, 95, 11, 3822
272, 100, 45, 4411
272, 104, 84, 4738
272, 109, 76, 4973
272, 113, 90, 5578
272, 119, 114, 6212
272, 123, 62, 6646
272, 129, 51, 7295
272, 131, 77, 7581
272, 134, 132, 7945
272, 138, 125, 8507
272, 142, 12, 8752
272, 143, 130, 9202
272, 145, 74, 9229
272, 147, 41, 9013
272, 150, 21, 10056
272, 151, 131, 10293
272, 156, 130, 10964
272, 158, 71, 11220
272, 162, 104, 11840
272, 164, 7, 11816
272, 166, 17, 12156
272, 170, 140, 13055
272, 175, 139, 13807
272, 177, 174, 14162
272, 180, 92, 14615
41, 16, 15, 152
41, 24, 17, 317
41, 39, 17, 796
41, 51, 47, 1361
41, 58, 22, 1713
41, 66, 25, 2215
41, 68, 43, 2368
41, 74, 19, 2729
41, 76, 45, 2929
41, 79, 66, 2734
41, 83, 8, 3221
41, 87, 1, 3391
41, 89, 47, 3672
41, 99, 84, 4378
41, 108, 21, 4832
41, 112, 80, 5455
41, 113, 82, 5570
41, 120, 10, 5795
41, 122, 54, 6515
41, 123, 117, 6701
41, 129, 48, 7289
41, 135, 59, 8031
41, 140, 23, 6968
41, 141, 139, 8926
41, 145, 66, 9245
41, 147, 61, 9649
41, 149, 5, 9890
41, 152, 8, 10214
41, 154, 126, 8045
41, 155, 143, 10821
41, 157, 0, 10911
41, 158, 108, 11212
41, 163, 148, 12018
41, 168, 46, 12470
41, 170, 117, 12994
41, 174, 162, 13672
41, 177, 83, 14071
41, 178, 160, 14181
41, 181, 52, 10902
89, 8, 2, 39
89, 36, 21, 686
89, 39, 9, 788
89, 48, 18, 1176
89, 66, 29, 2219
89, 69, 43, 2437
89, 76, 47, 2931
89, 82, 69, 3294
89, 94, 50, 3784
89, 97, 61, 4200
89, 106, 62, 4835
89, 111, 31, 4624
89, 114, 54, 5656
89, 115, 85, 5802
89, 118, 33, 4414
89, 120, 2, 6204
89, 121, 2, 6333
89, 123, 2, 6586
89, 124, 121, 6813
89, 130, 103, 7477
89, 134, 46, 7893
89, 135, 131, 8102
89, 141, 5, 8085
89, 143, 84, 9156
89, 147, 9, 9597
89, 148, 104, 9838
89, 150, 62, 10097
89, 155, 64, 10649
89, 157, 59, 11050
89, 158, 139, 11288
89, 161, 141, 11726
89, 163, 163, 12033
89, 169, 36, 12318
89, 170, 27, 12874
89, 171, 118, 13204
89, 173, 79, 13272
89, 176, 110, 13924
89, 181, 149, 14817
180, 14, 4, 110
180, 22, 7, 260
180, 35, 4, 633
180, 46, 44, 1115
180, 52, 33, 1394
180, 59, 35, 1787
180, 70, 32, 2496
180, 74, 59, 2792
180, 77, 22, 2980
180, 86, 68, 3504
180, 93, 55, 3071
180, 98, 8, 3903
180, 101, 80, 4490
180, 106, 101, 4952
180, 112, 66, 5299
180, 113, 63, 5054
180, 118, 88, 6081
180, 121, 114, 6453
180, 124, 9, 6663
180, 129, 80, 7192
180, 131, 99, 7599
180, 133, 123, 7845
180, 138, 51, 8433
180, 139, 88, 8609
180, 142, 64, 8992
180, 144, 100, 9232
180, 147, 135, 9723
180, 150, 132, 10167
180, 155, 134, 10812
180, 157, 115, 11106
180, 159, 59, 11310
180, 164, 106, 12088
180, 165, 146, 12345
180, 169, 58, 12581
180, 170, 37, 12706
180, 172, 149, 13407
180, 174, 103, 13336
180, 178, 70, 13363
313, 33, 9, 569
313, 47, 1, 1119
313, 49, 14, 1225
313, 56, 33, 1611
313, 69, 3, 2397
313, 75, 71, 2879
313, 88, 31, 3526
313, 93, 67, 3699
313, 96, 24, 4086
313, 106, 15, 4702
313, 108, 52, 4136
313, 111, 56, 4475
313, 113, 14, 5138
313, 115, 12, 5684
313, 118, 117, 6110
313, 127, 111, 7098
313, 136, 92, 8072
313, 139, 63, 8584
313, 143, 122, 9194
313, 145, 95, 9403
313, 147, 64, 9527
313, 149, 17, 9902
313, 150, 133, 10168
313, 155, 52, 10171
313, 157, 17, 11008
313, 158, 97, 11184
313, 163, 113, 11795
313, 167, 92, 12117
313, 170, 156, 13071
313, 174, 26, 8906
313, 175, 90, 13550
313, 178, 157, 14321
313, 180, 35, 14556
299, 17, 9, 163
299, 23, 2, 278
299, 30, 16, 481
299, 41, 35, 888
299, 60, 45, 1857
299, 65, 28, 2152
299, 73, 13, 2653
299, 84, 16, 3290
299, 94, 68, 3986
299, 98, 37, 2928
299, 100, 21, 4328
299, 102, 60, 4514
299, 105, 88, 4833
299, 111, 62, 4643
299, 116, 58, 5588
299, 119, 93, 6191
299, 123, 13, 6597
299, 128, 62, 7076
299, 131, 59, 7564
299, 135, 26, 7791
299, 139, 105, 8626
299, 142, 132, 9061
299, 146, 40, 8358
299, 151, 60, 10224
299, 153, 134, 10472
299, 156, 110, 10848
299, 159, 72, 11051
299, 162, 159, 11906
299, 166, 53, 11529
299, 169, 96, 12845
299, 171, 24, 12733
299, 173, 150, 13552
299, 178, 28, 14177
299, 180, 116, 14639
384, 32, 1, 529
384, 35, 15, 644
384, 48, 13, 1175
384, 58, 43, 1736
384, 68, 36, 2361
384, 70, 26, 2490
384, 78, 19, 2985
384, 83, 47, 3302
384, 93, 17, 3822
384, 96, 44, 4170
384, 99, 93, 4387
384, 102, 61, 4546
384, 107, 13, 4736
384, 113, 94, 5582
384, 118, 81, 6074
384, 120, 81, 6299
384, 121, 116, 6455
384, 128, 39, 7154
384, 130, 0, 7053
384, 132, 9, 7592
384, 137, 11, 7375
384, 141, 28, 8820
384, 144, 54, 9235
384, 147, 113, 9701
384, 149, 78, 9963
384, 152, 15, 9399
384, 155, 97, 10011
384, 157, 129, 11120
384, 159, 87, 11346
384, 161, 120, 11696
384, 162, 109, 11837
384, 166, 121, 12433
384, 171, 66, 13123
384, 172, 63, 13212
384, 176, 45, 12974
384, 179, 106, 14449
384, 180, 105, 14628
79, 7, 1, 30
79, 20, 8, 219
79, 29, 11, 446
79, 54, 2, 1473
79, 57, 11, 1632
79, 64, 54, 2113
79, 70, 38, 2502
79, 75, 7, 2815
79, 81, 8, 3199
79, 84, 8, 3255
79, 91, 16, 3663
79, 94, 90, 4028
79, 104, 28, 4657
79, 107, 94, 5052
79, 113, 64, 5254
79, 117, 6, 4973
79, 120, 4, 5744
79, 121, 103, 6442
79, 127, 95, 7083
79, 131, 42, 7547
79, 134, 75, 7833
79, 137, 17, 8261
79, 140, 82, 5390
79, 141, 141, 8928
79, 146, 128, 9506
79, 149, 96, 9981
79, 151, 39, 10209
79, 156, 19, 9212
79, 157, 146, 11137
79, 160, 121, 11482
79, 163, 141, 11399
79, 166, 108, 9770
79, 169, 162, 12911
79, 170, 161, 13076
79, 172, 71, 13263
79, 176, 50, 12641
79, 178, 32, 14057
79, 180, 6, 14510
79, 181, 106, 14772
333, 9, 0, 46
333, 32, 16, 544
333, 39, 36, 815
333, 43, 21, 957
333, 52, 20, 1373
333, 56, 46, 1624
333, 61, 38, 1911
333, 65, 19, 2135
333, 72, 31, 2604
333, 75, 52, 2837
333, 81, 40, 3205
333, 86, 58, 3370
333, 92, 68, 3819
333, 98, 80, 4302
333, 101, 93, 4539
333, 107, 44, 5000
333, 110, 94, 5272
333, 114, 65, 5661
333, 118, 97, 5863
333, 122, 108, 6569
333, 126, 45, 6938
333, 129, 9, 7251
333, 132, 88, 7701
333, 137, 135, 8379
333, 143, 46, 9118
333, 144, 81, 9250
333, 147, 133, 9721
333, 151, 8, 10098
333, 153, 88, 10490
333, 156, 21, 10833
333, 157, 126, 11092
333, 159, 115, 11402
333, 165, 39, 12238
333, 168, 112, 12698
333, 171, 37, 13092
333, 172, 130, 13388
333, 174, 90, 10751
