rank,ntasks
154.0,254652.0
388.0,247474.0
172.0,286107.0
197.0,278865.0
199.0,270605.0
224.0,315833.0
223.0,300812.0
201.0,221658.0
100.0,237637.0
198.0,284385.0
156.0,296910.0
217.0,363571.0
260.0,293020.0
78.0,234067.0
302.0,259151.0
37.0,311201.0
218.0,302386.0
368.0,264305.0
112.0,234432.0
263.0,256779.0
202.0,277639.0
28.0,236368.0
215.0,297983.0
23.0,297184.0
38.0,340115.0
49.0,244998.0
111.0,309924.0
120.0,285255.0
59.0,258991.0
343.0,291723.0
369.0,293087.0
382.0,232601.0
335.0,234035.0
155.0,242982.0
387.0,323239.0
349.0,259420.0
121.0,275026.0
381.0,231356.0
80.0,291900.0
319.0,258226.0
61.0,243466.0
322.0,293221.0
206.0,290778.0
344.0,229869.0
300.0,228691.0
216.0,195560.0
350.0,264540.0
297.0,277477.0
96.0,225427.0
393.0,285698.0
334.0,251198.0
60.0,304719.0
207.0,287901.0
34.0,237451.0
394.0,256302.0
356.0,303529.0
323.0,298785.0
220.0,332185.0
73.0,270771.0
355.0,264280.0
44.0,234550.0
341.0,234623.0
293.0,247770.0
48.0,299759.0
24.0,256306.0
292.0,221914.0
66.0,272974.0
287.0,246865.0
273.0,281860.0
351.0,256251.0
65.0,319968.0
301.0,255785.0
219.0,213267.0
326.0,248726.0
135.0,265154.0
58.0,293007.0
237.0,246787.0
93.0,269962.0
261.0,291706.0
71.0,273645.0
352.0,266234.0
70.0,217574.0
306.0,260004.0
74.0,279006.0
81.0,333152.0
305.0,342711.0
345.0,291349.0
68.0,268622.0
262.0,263465.0
212.0,221766.0
309.0,283048.0
63.0,299582.0
320.0,253847.0
288.0,274952.0
161.0,234412.0
122.0,252060.0
64.0,233469.0
289.0,289156.0
267.0,254883.0
69.0,240144.0
308.0,255263.0
14.0,286081.0
126.0,262034.0
62.0,202927.0
284.0,297549.0
339.0,251240.0
134.0,286622.0
211.0,302846.0
286.0,290127.0
162.0,248069.0
225.0,210212.0
312.0,288175.0
379.0,255588.0
285.0,269093.0
15.0,253422.0
390.0,241672.0
269.0,229170.0
282.0,258527.0
321.0,279103.0
153.0,278995.0
367.0,283446.0
97.0,272793.0
291.0,275517.0
222.0,257140.0
147.0,208201.0
290.0,305651.0
330.0,276308.0
229.0,264181.0
278.0,271922.0
149.0,322224.0
236.0,257991.0
130.0,309182.0
331.0,270400.0
221.0,275757.0
277.0,252961.0
131.0,294472.0
233.0,313758.0
123.0,259097.0
338.0,233484.0
232.0,267675.0
249.0,269814.0
148.0,231066.0
228.0,301118.0
146.0,374773.0
342.0,243838.0
127.0,236204.0
391.0,276284.0
129.0,224370.0
226.0,273545.0
258.0,259298.0
397.0,250688.0
327.0,277612.0
128.0,261754.0
1.0,211097.0
396.0,203895.0
98.0,268074.0
152.0,252366.0
395.0,290358.0
144.0,248230.0
27.0,260180.0
378.0,290694.0
259.0,301052.0
389.0,255404.0
264.0,256307.0
371.0,252479.0
276.0,259212.0
375.0,251659.0
268.0,260004.0
373.0,301614.0
110.0,292782.0
377.0,270408.0
270.0,241838.0
399.0,264044.0
376.0,261043.0
190.0,288775.0
118.0,278779.0
374.0,278328.0
257.0,262331.0
398.0,272084.0
117.0,268397.0
385.0,290519.0
248.0,292457.0
366.0,227762.0
86.0,282024.0
365.0,318668.0
92.0,249846.0
364.0,239150.0
275.0,271850.0
360.0,308836.0
105.0,275366.0
361.0,220835.0
242.0,245806.0
370.0,254724.0
241.0,271797.0
386.0,246483.0
175.0,282032.0
372.0,305872.0
115.0,265610.0
256.0,238931.0
3.0,235426.0
2.0,283102.0
116.0,313204.0
247.0,279225.0
99.0,299502.0
265.0,288489.0
106.0,265249.0
87.0,274355.0
19.0,228053.0
119.0,242447.0
108.0,243632.0
104.0,237666.0
243.0,300917.0
5.0,261711.0
107.0,270530.0
6.0,292357.0
246.0,316619.0
12.0,254585.0
109.0,256431.0
13.0,241265.0
245.0,232671.0
25.0,298139.0
266.0,268816.0
4.0,227270.0
244.0,270653.0
164.0,282414.0
7.0,277527.0
26.0,281425.0
9.0,288736.0
67.0,276379.0
18.0,272849.0
8.0,305338.0
10.0,279109.0
169.0,242496.0
174.0,299362.0
191.0,245396.0
183.0,257782.0
189.0,253888.0
181.0,258515.0
168.0,287932.0
176.0,205942.0
167.0,272117.0
182.0,294440.0
194.0,232065.0
171.0,247294.0
170.0,262146.0
195.0,262388.0
177.0,268007.0
163.0,236080.0
193.0,273452.0
185.0,267655.0
186.0,224449.0
346.0,263406.0
103.0,255953.0
283.0,216183.0
205.0,252747.0
240.0,210969.0
145.0,256519.0
11.0,265053.0
192.0,246149.0
392.0,275658.0
